ID,Function,Comment
439,"function updateCounters ( uint256 _etherAmount ) internal { etherPaid = etherPaid . add ( _etherAmount ) ; totalContributions = totalContributions . add ( 1 ) ; CountersUpdated ( etherPaid , _etherAmount ) ; }",Updates the counters for the amount of Ether paid
442,function endAuction ( ) public onlyOwner { require ( status == state . active ) ; status = state . ended ; emit Ended ( block . number ) ; },"Ends the auction , preventing new bids from entering"
443,"function rentOut ( address _to , uint256 _rentPeriod , uint256 _deedId ) external whenNotPaused { uint256 [ ] memory _deedIds = new uint256 [ ] ( 1 ) ; _deedIds [ 0 ] = _deedId ; rentOutMultiple ( _to , _rentPeriod , _deedIds ) ; }",Rents a plot out to another address .
445,function getInvestorsAt ( uint256 _checkpointId ) external view returns ( address [ ] ) ;,returns an array of investors at a given checkpoint NB - this length may differ from investorCount as it contains all investors that ever held tokens
448,function setBeneficiary ( address _beneficiary ) onlyOwner public { beneficiary = _beneficiary ; },Sets the address getting the proceedings from fishing in the aquarium
449,function deedUri ( uint256 _deedId ) external view returns ( string _uri ) ;,A distinct URI ( RFC 3986 ) for a given token .
450,"function getMatchDetails ( bytes32 _orderID ) external view returns ( bool settled , bool orderIsBuy , bytes32 matchedID , uint256 priorityVolume , uint256 secondaryVolume , uint256 priorityFee , uint256 secondaryFee , uint32 priorityToken , uint32 secondaryToken ) { matchedID = orderbookContract . orderMatch ( _orderID ) ; orderIsBuy = isBuyOrder ( _orderID ) ; ( bytes32 buyID , bytes32 sellID ) = orderIsBuy ? ( _orderID , matchedID ) : ( matchedID , _orderID ) ; SettlementDetails memory settlementDetails = calculateSettlementDetails ( buyID , sellID , getTokenDetails ( orderDetails [ buyID ] . tokens ) ) ; return ( orderStatus [ _orderID ] == OrderStatus . Settled || orderStatus [ _orderID ] == OrderStatus . Slashed , orderIsBuy , matchedID , settlementDetails . leftVolume , settlementDetails . rightVolume , settlementDetails . leftTokenFee , settlementDetails . rightTokenFee , uint32 ( orderDetails [ buyID ] . tokens >> 32 ) , uint32 ( orderDetails [ buyID ] . tokens ) ) ; }",Retrieves the settlement details of an order .
451,function unpause ( ) public onlyMEGO whenPaused { paused = false ; },This is public rather than external so it can be called by derived contracts .
455,"function honourWhitelist ( ) private returns ( bool ) { bool honourWhitelist = true ; if ( honourWhitelistEnd <= now ) { honourWhitelist = false ; preSaleCap = preSaleCap . add ( whitelistedPlannedContributions ) ; whitelistedPlannedContributions = 0 ; WhitelistedCounterUpdated ( whitelistedPlannedContributions , 0 ) ; } return honourWhitelist ; }","Returns true if the whitelist period is still active , false otherwise ."
456,"function transfer ( address _to , uint256 _value , bytes _data ) public onlyIfLockTimePassed returns ( bool ) { require ( transfer ( _to , _value ) ) ; uint codeLength ; assembly { codeLength := extcodesize ( _to ) } if ( codeLength > 0 ) { ERC223ReceivingContract receiver = ERC223ReceivingContract ( _to ) ; receiver . tokenFallback ( msg . sender , _value , _data ) ; } return true ; }",Send ` _value ` tokens to ` _to ` from ` msg.sender ` and trigger tokenFallback if sender is a contract .
457,"function buyAssetPack ( address _to , uint _assetPackId ) public payable { require ( ! checkHasPermissionForPack ( _to , _assetPackId ) ) ; AssetPack memory assetPack = assetPacks [ _assetPackId ] ; require ( msg . value >= assetPack . price ) ; artistBalance [ assetPack . creator ] += msg . value * 95 / 100 ; artistBalance [ owner ] += msg . value * 5 / 100 ; boughtAssetPacks [ _to ] . push ( _assetPackId ) ; hasPermission [ _to ] [ _assetPackId ] = true ; emit AssetPackBought ( _assetPackId , _to ) ; }",Method to buy right to use specific asset pack
458,"function giveMeToken ( DSToken token ) public auth { token . transfer ( msg . sender , token . balanceOf ( this ) ) ; }",transfer any token from this contract to the sender
459,function price ( ) public view returns ( uint256 _price ) { if ( block . timestamp <= start . add ( BONUS_DURATION_1 ) ) { return tokenPerEth . mul ( BONUS_TIER1 ) . div ( 1e2 ) ; } else if ( block . timestamp <= start . add ( BONUS_DURATION_2 ) ) { return tokenPerEth . mul ( BONUS_TIER2 ) . div ( 1e2 ) ; } else if ( block . timestamp <= start . add ( BONUS_DURATION_3 ) ) { return tokenPerEth . mul ( BONUS_TIER3 ) . div ( 1e2 ) ; } return tokenPerEth ; },Calculates the price as tokens/ether based on the corresponding bonus bracket .
460,function setReleaseDate ( uint256 _releaseDate ) external onlyAdmin whenNotPaused { require ( releaseDate == 0 ) ; require ( _releaseDate > now ) ; releaseDate = _releaseDate ; emit BonusReleaseDateSet ( _releaseDate ) ; },Enables the administrators to set the bonus release date.Please note that the release date can only be set once .
461,"function implementsERC165InterfaceNoCache ( address _contract , bytes4 _interfaceId ) public view returns ( bool ) { uint256 success ; uint256 result ; ( success , result ) = noThrowCall ( _contract , ERC165ID ) ; if ( success == 0 || result == 0 ) { return false ; } ( success , result ) = noThrowCall ( _contract , INVALID_ID ) ; if ( success == 0 || result != 0 ) { return false ; } ( success , result ) = noThrowCall ( _contract , _interfaceId ) ; if ( success == 1 && result == 1 ) { return true ; } return false ; }",Checks whether a contract implements an ERC165 interface or not without using nor updating the cache .
462,function addManyAdmins ( address [ ] _accounts ) external onlyAdmin returns ( bool ) { for ( uint8 i = 0 ; i < _accounts . length ; i ++ ) { address account = _accounts [ i ] ; if ( account != address ( 0 ) && ! admins [ account ] && account != owner ) { admins [ account ] = true ; emit AdminAdded ( _accounts [ i ] ) ; } } return true ; },Adds multiple addresses to the administrator list .
463,"function burn ( uint256 _amount , bytes _holderData ) public onlyOwner { super . burn ( _amount , _holderData ) ; }",Burns ` _amount ` tokens from ` _tokenHolder ` Silly example of overriding the ` burn ` function to only let the owner burn its tokens .
465,"function getTokenBalance ( Data storage self , string currency , address account ) internal view returns ( uint balance ) { bytes32 id = keccak256 ( abi . encodePacked ( 'token.balance' , currency , getForwardedAccount ( self , account ) ) ) ; return self . Storage . getUint ( id ) ; }",Get the token balance for a given account
467,"function destroyBeneficiary ( address _beneficiary ) public onlyOwner { Beneficiary storage beneficiary = beneficiaries [ _beneficiary ] ; uint256 balance = beneficiary . vested . sub ( beneficiary . released ) ; token . transfer ( owner , balance ) ; totalReleased = totalReleased . add ( balance ) ; beneficiary . isBeneficiary = false ; beneficiary . released = beneficiary . released . add ( balance ) ; BeneficiaryDestroyed ( _beneficiary ) ; }",Allows the owner to destroy a beneficiary .
469,"function transfer ( address to , uint tokens ) public returns ( bool success ) ;",send ` tokens ` token to ` to ` from ` msg.sender `
470,function tokensOfOwner ( address _owner ) external view returns ( uint256 [ ] ownerTokens ) { uint256 tokenCount = balanceOf ( _owner ) ; if ( tokenCount == 0 ) { return new uint256 [ ] ( 0 ) ; } else { uint256 [ ] memory result = new uint256 [ ] ( tokenCount ) ; uint256 totalPixels = totalSupply ( ) ; uint256 resultIndex = 0 ; uint256 pixelId ; for ( pixelId = 0 ; pixelId <= totalPixels ; pixelId ++ ) { if ( pixelIndexToOwner [ pixelId ] == _owner ) { result [ resultIndex ] = pixelId ; resultIndex ++ ; } } return result ; } },Returns a list of all Pixel IDs assigned to an address .
471,"function cancelMilestone ( uint _idMilestone ) onlyRecipient campaignNotCanceled notChanging { if ( _idMilestone >= milestones . length ) throw ; Milestone milestone = milestones [ _idMilestone ] ; if ( ( milestone . status != MilestoneStatus . AcceptedAndInProgress ) && ( milestone . status != MilestoneStatus . Completed ) ) throw ; milestone . status = MilestoneStatus . Canceled ; ProposalStatusChanged ( _idMilestone , milestone . status ) ; }",` onlyRecipient ` Cancels a previously accepted milestone
473,function confirmCustodianChangeProxy ( bytes32 _lockId ) public onlyCustodian { erc20Impl . confirmCustodianChange ( _lockId ) ; },"Pass-through control of custodian change confirmation , allowing this contract 's custodian to act as the custodian of the associated active token implementation ."
474,function burn ( uint256 _value ) public whenNotPaused { super . burn ( _value ) ; },Burns the coins held by the sender .
475,"function partialRelease ( address who , address tradingWallet , uint256 amount ) public onlyTransferAgent returns ( bool ) { require ( tradingWallet != 0 , ""The destination wallet cannot be null."" ) ; require ( ! isExistingHolding ( tradingWallet ) , ""The destination wallet must be a new fresh wallet."" ) ; Holding memory holding = heldTokens [ who ] ; require ( holding . isAffiliate , ""Only affiliates can use this function; use release() for non-affiliates."" ) ; require ( amount <= holding . quantity , ""The holding has less than the specified amount of tokens."" ) ; if ( block . timestamp > holding . releaseDate ) { bool res = ERC20Interface ( tokenContract ) . transfer ( tradingWallet , amount ) ; if ( res ) { heldTokens [ who ] = Holding ( holding . quantity . sub ( amount ) , holding . releaseDate , holding . isAffiliate ) ; emit TokensReleased ( who , amount ) ; return true ; } } return false ; }",Release some of an affiliate 's tokens to a broker/trading wallet .
476,"function transfer ( address _to , uint256 _value ) public returns ( bool ) { if ( ! funding_ended ) throw ; if ( msg . sender == founders ) throw ; var senderBalance = balances [ msg . sender ] ; if ( senderBalance >= _value && _value > 0 ) { senderBalance -= _value ; balances [ msg . sender ] = senderBalance ; balances [ _to ] += _value ; Transfer ( msg . sender , _to , _value ) ; return true ; } return false ; }",Transfer ` _value ` SAT tokens from sender 's account ` msg.sender ` to provided account address ` _to ` .
478,function getStakeBalance ( address memberAddress ) public view staking ( memberAddress ) returns ( uint256 ) { return members [ memberAddress ] . stakeBalance ; },Called to obtain the stake balance of any given member
479,"function setAffiliate ( address who , bool isAffiliate ) public onlyTransferAgent returns ( bool ) { require ( who != 0 , ""The null address cannot be used."" ) ; Holding memory holding = heldTokens [ who ] ; require ( holding . isAffiliate != isAffiliate , ""Attempt to set the same affiliate status that is already set."" ) ; heldTokens [ who ] = Holding ( holding . quantity , holding . releaseDate , isAffiliate ) ; emit AffiliateStatusChanged ( who , isAffiliate ) ; return true ; }","Company affiliates have added restriction , allow the Transfer Agent set/clear this flag as needed ."
480,"function transferAndCall ( address to , uint256 value , bytes data ) public returns ( bool ) ;",Transfer tokens from ` msg.sender ` to another address and then call ` onTransferReceived ` on receiver
482,function releaseTo ( address _beneficiary ) public onlyOwner { release ( _beneficiary ) ; },Allows the owner to transfers vested tokens to beneficiary .
488,function withdrawBoardMeetingFees ( ) returns ( bool ) ;,Function to withdraw the rewarded board meeting fees
491,"function send ( address _to , uint256 _amount , bytes _userData ) public whenNotPaused { doSend ( msg . sender , _to , _amount , _userData , msg . sender , """" , true ) ; }",Send ` _amount ` of tokens to address ` _to ` passing ` _userData ` to the recipient
492,"function getMasterpiece ( uint256 _tokenId ) external view returns ( string name , string artist , uint256 birthTime , uint256 snatchWindow , uint256 sellingPrice , address owner ) { Masterpiece storage masterpiece = masterpieces [ _tokenId ] ; name = masterpiece . name ; artist = masterpiece . artist ; birthTime = uint256 ( masterpiece . birthTime ) ; snatchWindow = masterpieceToSnatchWindow [ _tokenId ] ; sellingPrice = masterpieceToPrice [ _tokenId ] ; owner = masterpieceToOwner [ _tokenId ] ; }",Returns all the relevant information about a specific masterpiece .
493,"function claim ( ) public onlyOwner { require ( now >= releaseTime , ""now >= releaseTime"" ) ; uint256 amount = token . balanceOf ( this ) ; require ( amount > 0 , ""amount > 0"" ) ; token . safeTransfer ( owner , amount ) ; }",Transfers tokens held by timelock to owner .
495,"function getSolid ( uint256 _tokenId ) public view returns ( string solidName , uint256 price , address currentOwner , uint256 bagHolderFund , bool isBagFundAvailable ) { Solid storage solid = solids [ _tokenId ] ; solidName = solid . name ; price = priceOf ( _tokenId ) ; currentOwner = solidIndexToOwner [ _tokenId ] ; bagHolderFund = solid . bagHolderFund ; isBagFundAvailable = now > ( solid . saleTime + priceFallDuration ) ; }",Returns all the relevant information about a specific solid .
